idx,feasible,V,rho_mean,ref_obj,model_obj,gap,ref_cost,model_cost,ref_cov,model_cov
31,1,3,1.5,-0.4,-0.3379,0.0621,219,185,219,185
48,1,3,1.0,-0.211043,-0.125153,0.08589,163,163,119,99
49,1,4,1.375,-0.387692,-0.384615,0.003077,252,250,252,250
50,1,3,1.5,-0.198291,-0.157265,0.041026,93,81,73,61
51,1,2,1.25,-0.393182,-0.393182,0.0,173,173,173,173
44,1,3,1.5,-0.398253,-0.327074,0.071179,228,196,228,191
45,1,2,1.5,-0.4,-0.4,0.0,175,175,175,175
34,1,3,1.0,-0.154167,-0.154167,0.0,168,168,109,109
35,1,3,2.333,-0.4,-0.310801,0.089199,287,272,287,244
36,1,4,1.625,-0.396053,-0.361842,0.034211,301,275,301,275
37,1,2,3.0,-0.4,-0.3375,0.0625,192,162,192,162
60,1,2,2.0,-0.396135,-0.319807,0.076329,205,197,205,179
61,1,2,1.25,-0.396992,-0.324812,0.07218,132,108,132,108
38,1,2,2.25,-0.388889,-0.385185,0.003704,210,208,210,208
39,1,2,3.0,-0.398425,-0.341732,0.056693,253,217,253,217
66,1,3,1.5,-0.363366,-0.306931,0.056436,194,176,188,164
67,1,4,1.0,-0.36478,-0.36478,0.0,159,159,151,151
52,1,3,2.0,-0.384211,-0.292982,0.091228,219,167,219,167
53,1,3,2.167,-0.398644,-0.368814,0.029831,294,272,294,272
54,1,2,1.75,-0.398291,-0.355556,0.042735,233,208,233,208
55,1,3,1.667,-0.389041,-0.338699,0.050342,284,284,284,263
64,1,2,1.5,-0.394737,-0.344737,0.05,150,131,150,131
65,1,4,1.625,-0.389744,-0.329808,0.059936,304,273,304,264
58,1,4,2.0,-0.391329,-0.318786,0.072543,342,309,340,290
59,1,2,1.75,-0.398182,-0.374545,0.023636,219,206,219,206
72,1,3,2.333,-0.392565,-0.359851,0.032714,264,242,264,242
73,1,2,2.5,-0.4,-0.322172,0.077828,221,199,221,187
40,1,2,1.5,-0.4,-0.300752,0.099248,133,100,133,100
41,1,3,3.0,-0.395745,-0.277926,0.117819,372,354,372,301
78,1,3,1.833,-0.393133,-0.355365,0.037768,229,207,229,207
79,1,4,1.625,-0.34206,-0.195279,0.146781,215,175,206,140
62,1,3,3.0,-0.393717,-0.342408,0.051309,376,327,376,327
63,1,3,1.667,-0.391509,-0.304717,0.086792,313,286,312,261
76,1,2,2.0,-0.397688,-0.321387,0.076301,172,139,172,139
77,1,4,1.875,-0.388474,-0.361059,0.027414,317,295,314,292
80,1,2,1.5,-0.397753,-0.274157,0.123596,177,122,177,122
81,1,2,2.0,-0.395238,-0.309524,0.085714,249,195,249,195
84,1,2,2.0,-0.397802,-0.358242,0.03956,181,163,181,163
85,1,3,1.833,-0.39661,-0.332203,0.064407,234,196,234,196
94,1,2,1.0,-0.4,-0.4,0.0,86,86,86,86
