idx,feasible,V,rho_mean,ref_obj,model_obj,gap,ref_cost,model_cost,ref_cov,model_cov
294,1,4,1.75,-0.378571,-0.269643,0.108929,212,151,212,151
295,1,2,1.25,-0.348052,-0.316883,0.031169,67,61,67,61
302,1,2,1.75,-0.32963,-0.314815,0.014815,89,85,89,85
303,1,2,1.25,-0.348,-0.348,0.0,87,87,87,87
288,1,4,1.25,-0.377901,-0.349171,0.028729,171,158,171,158
289,1,3,1.75,-0.376699,-0.333981,0.042718,194,172,194,172
284,1,3,1.75,-0.390204,-0.318367,0.071837,239,195,239,195
285,1,6,1.75,-0.392289,-0.272771,0.119518,407,318,407,298
308,1,2,1.25,-0.366265,-0.318072,0.048193,76,66,76,66
309,1,4,1.25,-0.364767,-0.354404,0.010363,176,171,176,171
300,1,2,1.75,-0.358333,-0.252778,0.105556,129,91,129,91
301,1,2,1.75,-0.376119,-0.304478,0.071642,126,102,126,102
320,1,3,1.25,-0.34188,-0.317949,0.023932,100,93,100,93
321,1,3,1.25,-0.338931,-0.314504,0.024427,111,103,111,103
268,1,6,1.75,-0.375799,-0.317808,0.057991,415,348,413,348
269,1,4,1.75,-0.357979,-0.243085,0.114894,170,116,169,115
318,1,2,1.75,-0.368889,-0.342222,0.026667,83,77,83,77
319,1,2,1.75,-0.32126,-0.32126,0.0,102,102,102,102
326,1,2,1.25,-0.332584,-0.314607,0.017978,74,70,74,70
327,1,3,1.25,-0.324752,-0.316832,0.007921,82,80,82,80
314,1,3,1.75,-0.4,-0.369778,0.030222,225,208,225,208
315,1,2,1.25,-0.344615,-0.332308,0.012308,56,54,56,54
324,1,6,1.25,-0.345928,-0.337459,0.008469,269,266,267,262
325,1,2,1.75,-0.327273,-0.263636,0.063636,72,58,72,58
310,1,3,1.75,-0.394643,-0.269643,0.125,221,151,221,151
311,1,3,1.25,-0.373585,-0.343396,0.030189,99,91,99,91
290,1,6,1.25,-0.347619,-0.327381,0.020238,219,222,219,213
291,1,4,1.75,-0.386364,-0.348295,0.038068,340,310,340,308
336,1,2,1.25,-0.385542,-0.375904,0.009639,80,78,80,78
337,1,6,1.25,-0.305447,-0.21284,0.092607,226,212,209,169
322,1,4,1.75,-0.386813,-0.284249,0.102564,264,194,264,194
323,1,2,1.75,-0.369697,-0.345455,0.024242,122,114,122,114
338,1,3,1.25,-0.363006,-0.353757,0.009249,157,153,157,153
339,1,2,1.75,-0.319231,-0.226923,0.092308,83,59,83,59
316,1,3,1.25,-0.360494,-0.362963,-0.002469,146,147,146,147
317,1,4,1.75,-0.370588,-0.291176,0.079412,252,198,252,198
334,1,2,1.75,-0.394161,-0.251095,0.143066,135,86,135,86
335,1,4,1.25,-0.325,-0.3,0.025,130,127,130,123
298,1,6,1.25,-0.376101,-0.339308,0.036792,299,275,299,272
299,1,6,1.75,-0.392698,-0.337931,0.054767,484,420,484,418
348,1,2,1.25,-0.4,-0.373913,0.026087,92,86,92,86
349,1,3,1.25,-0.394558,-0.337415,0.057143,145,124,145,124
306,1,4,1.75,-0.377872,-0.297872,0.08,222,175,222,175
307,1,6,1.75,-0.387879,-0.25974,0.128139,448,300,448,300
346,1,3,1.75,-0.353125,-0.246875,0.10625,113,79,113,79
347,1,3,1.25,-0.356098,-0.326829,0.029268,146,134,146,134
340,1,4,1.25,-0.375546,-0.335371,0.040175,215,192,215,192
341,1,3,1.75,-0.393443,-0.34918,0.044262,240,213,240,213
330,1,4,1.75,-0.361616,-0.323232,0.038384,179,160,179,160
331,1,4,1.75,-0.390244,-0.257622,0.132622,320,241,320,224
352,1,4,1.25,-0.346667,-0.342564,0.004103,169,167,169,167
353,1,4,1.25,-0.357333,-0.292,0.065333,134,134,134,120
358,1,4,1.25,-0.368966,-0.329557,0.039409,189,183,188,174
359,1,2,1.25,-0.345833,-0.316667,0.029167,83,76,83,76
356,1,4,1.75,-0.349239,-0.341117,0.008122,172,168,172,168
357,1,2,1.75,-0.313636,-0.313636,0.0,69,69,69,69
312,1,2,1.75,-0.397917,-0.335417,0.0625,191,161,191,161
313,1,3,1.75,-0.380617,-0.269604,0.111013,216,153,216,153
332,1,3,1.75,-0.39708,-0.353285,0.043796,272,242,272,242
333,1,3,1.25,-0.376,-0.368,0.008,141,138,141,138
304,1,6,1.75,-0.388755,-0.282731,0.106024,484,387,484,367
305,1,6,1.25,-0.371765,-0.361176,0.010588,316,307,316,307
342,1,4,1.25,-0.376119,-0.374129,0.00199,189,188,189,188
343,1,6,1.75,-0.390722,-0.306959,0.083763,379,310,379,303
350,1,3,1.75,-0.393305,-0.291213,0.102092,235,174,235,174
351,1,2,1.25,-0.34,-0.324,0.016,85,81,85,81
344,1,6,1.75,-0.377079,-0.288989,0.08809,423,332,421,326
345,1,6,1.25,-0.352273,-0.336742,0.01553,236,224,234,223
360,1,3,1.25,-0.345455,-0.298485,0.04697,57,51,57,50
361,1,3,1.75,-0.382979,-0.268085,0.114894,180,126,180,126
374,1,2,1.75,-0.349474,-0.286316,0.063158,83,68,83,68
375,1,3,1.25,-0.373333,-0.32,0.053333,112,96,112,96
380,1,6,1.25,-0.322822,-0.316183,0.006639,198,194,196,192
381,1,3,1.25,-0.353103,-0.322759,0.030345,128,117,128,117
362,1,6,1.75,-0.333333,-0.255333,0.078,250,202,250,196
363,1,4,1.25,-0.277457,-0.277457,0.0,141,141,129,129
364,1,2,1.25,-0.366265,-0.327711,0.038554,76,68,76,68
365,1,6,1.25,-0.375691,-0.323204,0.052486,340,296,340,294
328,1,6,1.75,-0.387387,-0.253153,0.134234,430,337,430,305
329,1,2,1.75,-0.354667,-0.317333,0.037333,133,119,133,119
368,1,6,1.25,-0.301582,-0.218671,0.082911,275,290,254,223
369,1,4,1.75,-0.342564,-0.261538,0.081026,167,138,167,132
354,1,6,1.75,-0.3829,-0.298268,0.084632,451,383,446,361
355,1,3,1.25,-0.384699,-0.352459,0.03224,176,170,176,165
376,1,6,1.75,-0.366458,-0.333542,0.032915,294,266,293,266
377,1,2,1.25,-0.373333,-0.314667,0.058667,70,59,70,59
366,1,2,1.75,-0.375439,-0.284211,0.091228,107,81,107,81
367,1,3,1.75,-0.374468,-0.306383,0.068085,220,180,220,180
372,1,6,1.75,-0.336304,-0.282508,0.053795,260,214,257,214
373,1,4,1.25,-0.380228,-0.346768,0.03346,250,228,250,228
398,1,3,1.25,-0.379874,-0.342138,0.037736,151,136,151,136
399,1,3,1.25,-0.316923,-0.316923,0.0,103,103,103,103
394,1,2,1.25,-0.359596,-0.319192,0.040404,89,79,89,79
395,1,6,1.75,-0.349614,-0.210283,0.139332,340,271,340,233
392,1,2,1.75,-0.363077,-0.363077,0.0,118,118,118,118
393,1,3,1.75,-0.318012,-0.228571,0.089441,128,92,128,92
390,1,4,1.75,-0.345455,-0.262338,0.083117,133,101,133,101
391,1,3,1.75,-0.366197,-0.310798,0.055399,195,176,195,170
382,1,4,1.25,-0.373568,-0.325991,0.047577,212,185,212,185
383,1,3,1.75,-0.395897,-0.330256,0.065641,193,161,193,161
396,1,2,1.25,-0.392381,-0.384762,0.007619,103,101,103,101
397,1,4,1.75,-0.389591,-0.303346,0.086245,262,204,262,204
370,1,4,1.25,-0.364211,-0.343158,0.021053,173,163,173,163
371,1,6,1.75,-0.380905,-0.305528,0.075377,379,304,379,304
386,1,4,1.25,-0.35942,-0.342029,0.017391,186,177,186,177
387,1,4,1.75,-0.371956,-0.281919,0.090037,252,191,252,191
378,1,6,1.75,-0.352582,-0.314319,0.038263,386,347,380,340
379,1,4,1.25,-0.359494,-0.33038,0.029114,142,134,142,132
388,1,6,1.75,-0.378744,-0.323671,0.055072,392,335,392,335
389,1,4,1.75,-0.364706,-0.32437,0.040336,217,193,217,193
384,1,6,1.75,-0.375419,-0.311732,0.063687,336,279,336,279
385,1,4,1.75,-0.390154,-0.288,0.102154,317,234,317,234
