idx,feasible,V,rho_mean,ref_obj,model_obj,gap,ref_cost,model_cost,ref_cov,model_cov
89,1,8,1.5,-0.330825,-0.285437,0.045388,367,322,352,306
16,1,8,1.75,-0.369592,-0.312857,0.056735,458,399,455,390
17,1,8,2.062,-0.384825,-0.315781,0.069044,641,543,637,530
92,1,8,2.062,-0.303976,-0.26839,0.035586,419,383,398,357
93,1,8,1.812,-0.39375,-0.309375,0.084375,441,371,441,357
96,1,8,1.0,-0.381579,-0.381579,0.0,304,304,296,296
97,1,5,2.4,-0.356731,-0.213141,0.14359,287,175,282,170
58,1,8,1.625,-0.373489,-0.268031,0.105458,479,384,479,361
59,1,8,2.062,-0.396315,-0.321608,0.074707,595,529,593,501
98,1,5,2.0,-0.385034,-0.353061,0.031973,283,270,283,264
99,1,5,1.9,-0.35994,-0.334036,0.025904,325,307,310,290
102,1,5,1.0,-0.390411,-0.371233,0.019178,219,219,216,210
103,1,8,1.0,-0.30085,-0.30085,0.0,353,353,303,303
72,1,5,2.0,-0.391931,-0.286455,0.105476,340,308,340,274
73,1,8,2.0,-0.386246,-0.298544,0.087702,602,519,599,486
104,1,5,1.8,-0.263821,-0.263821,0.0,178,178,169,169
105,1,8,1.688,-0.376019,-0.313429,0.06259,413,360,401,341
108,1,8,1.0,-0.34635,-0.34635,0.0,274,274,253,253
109,1,5,1.7,-0.345382,-0.345382,0.0,215,215,215,215
106,1,5,1.0,-0.4,-0.4,0.0,169,169,169,169
107,1,5,1.7,-0.353333,-0.313333,0.04,265,235,265,235
74,1,8,1.0,-0.374545,-0.374545,0.0,330,330,318,318
75,1,8,2.0,-0.383357,-0.280775,0.102582,668,547,668,514
100,1,8,2.125,-0.390588,-0.341029,0.049559,664,599,664,588
101,1,5,1.5,-0.384791,-0.264639,0.120152,253,174,253,174
116,1,8,1.875,-0.384818,-0.332794,0.052024,484,453,479,429
117,1,8,1.688,-0.362406,-0.317043,0.045363,365,339,363,326
78,1,5,3.0,-0.386019,-0.306019,0.08,497,408,497,400
79,1,8,2.062,-0.378928,-0.293346,0.085582,516,409,514,402
120,1,5,2.2,-0.369492,-0.306215,0.063277,327,271,327,271
121,1,8,2.0,-0.370066,-0.266941,0.103125,580,446,570,423
42,1,8,2.5,-0.373579,-0.293548,0.080031,608,532,608,501
43,1,8,2.312,-0.382729,-0.294128,0.088601,554,466,554,443
114,1,8,1.688,-0.326923,-0.321154,0.005769,347,348,343,340
115,1,8,2.188,-0.377083,-0.257853,0.119231,604,488,595,439
126,1,8,1.0,-0.394574,-0.394574,0.0,258,258,256,256
127,1,8,2.125,-0.332761,-0.250546,0.082215,605,524,564,454
118,1,5,2.1,-0.39084,-0.370738,0.020102,384,366,384,365
119,1,5,3.0,-0.363387,-0.302975,0.060412,397,331,397,331
86,1,8,2.188,-0.38835,-0.305178,0.083172,600,510,600,488
87,1,8,2.312,-0.377331,-0.284792,0.092539,682,575,668,530
130,1,5,1.6,-0.389041,-0.315068,0.073973,284,230,284,230
131,1,8,1.75,-0.347718,-0.306224,0.041494,433,390,425,378
54,1,5,3.0,-0.3751,-0.288353,0.086747,467,401,467,377
55,1,8,1.5,-0.354223,-0.330245,0.023978,339,317,331,309
138,1,8,1.188,-0.365579,-0.348961,0.016617,308,294,308,294
139,1,5,1.5,-0.386503,-0.333742,0.052761,315,272,315,272
